transaction_id,customer_id,amount,payment_method,bank_code,failure_code,failure_type,customer_tenure_months,failure_timestamp,customer_reply_intent
txn_10017,cust_2184,9999,CARD_RECURRING,ICICI,ISSUER_DOWN,soft_tech,6,2026-08-27 12:56:08,NONE
txn_10018,cust_2267,1499,NETBANKING,ICICI,ISSUER_DOWN,soft_tech,3,2026-08-28 11:56:08,PAY_LATER
txn_10019,cust_2208,299,CARD_RECURRING,ICICI,INSUFFICIENT_FUNDS,soft_user,28,2026-08-25 04:56:08,PAY_LATER
txn_10020,cust_2012,4999,UPI_AUTOPAY,SBI,ISSUER_DOWN,soft_tech,17,2026-08-24 09:56:08,ALREADY_PAID
txn_10021,cust_2275,999,NETBANKING,SBI,INSUFFICIENT_FUNDS,soft_user,20,2026-08-22 07:56:08,ALREADY_PAID
txn_10022,cust_2300,299,NETBANKING,ICICI,INSUFFICIENT_FUNDS,soft_user,2,2026-08-26 23:56:08,FAILED_AGAIN
txn_10023,cust_2343,299,CARD_RECURRING,HDFC,INSUFFICIENT_FUNDS,soft_user,21,2026-08-30 00:56:08,CANCEL_REQUEST
txn_10024,cust_2055,1499,CARD_RECURRING,HDFC,ISSUER_DOWN,soft_tech,21,2026-08-19 07:56:08,NONE
txn_10025,cust_2240,999,NACH,KOTAK,GATEWAY_TIMEOUT,soft_tech,17,2026-08-26 16:56:08,ALREADY_PAID
txn_10026,cust_2291,9999,UPI_AUTOPAY,KOTAK,INSUFFICIENT_FUNDS,soft_user,30,2026-08-30 06:56:08,FAILED_AGAIN
txn_10027,cust_2220,4999,CARD_RECURRING,SBI,ISSUER_DOWN,soft_tech,2,2026-08-26 04:56:08,NONE
txn_10028,cust_2144,9999,NACH,KOTAK,ISSUER_DOWN,soft_tech,8,2026-08-21 23:56:08,NONE
txn_10029,cust_2110,299,CARD_RECURRING,AXIS,INSUFFICIENT_FUNDS,soft_user,28,2026-08-20 02:56:08,NONE
txn_10030,cust_2244,999,NETBANKING,SBI,ISSUER_DOWN,soft_tech,7,2026-08-21 04:56:08,PAY_LATER
txn_10031,cust_2200,499,NACH,HDFC,INSUFFICIENT_FUNDS,soft_user,14,2026-08-30 05:56:08,FAILED_AGAIN
txn_10032,cust_2270,2999,NETBANKING,SBI,INSUFFICIENT_FUNDS,soft_user,33,2026-08-29 04:56:08,ALREADY_PAID
txn_10033,cust_2397,999,UPI_AUTOPAY,HDFC,EXPIRED_CARD,hard_failure,27,2026-08-30 07:56:08,NONE
txn_10034,cust_2368,299,NETBANKING,KOTAK,EXPIRED_CARD,hard_failure,22,2026-08-26 08:56:08,ALREADY_PAID
txn_10035,cust_2386,299,NACH,HDFC,MANDATE_REVOKED,hard_failure,21,2026-08-26 19:56:08,ALREADY_PAID
txn_10036,cust_2082,499,UPI_AUTOPAY,AXIS,INSUFFICIENT_FUNDS,soft_user,31,2026-08-18 09:56:08,PAY_LATER
txn_10037,cust_2023,299,CARD_RECURRING,ICICI,INSUFFICIENT_FUNDS,soft_user,13,2026-08-20 08:56:08,FAILED_AGAIN
txn_10038,cust_2158,499,UPI_AUTOPAY,AXIS,GATEWAY_TIMEOUT,soft_tech,31,2026-08-19 10:56:08,CANCEL_REQUEST
txn_10039,cust_2102,9999,CARD_RECURRING,HDFC,ISSUER_DOWN,soft_tech,12,2026-08-29 05:56:08,FAILED_AGAIN
txn_10040,cust_2203,9999,NETBANKING,AXIS,INSUFFICIENT_FUNDS,soft_user,12,2026-08-17 23:56:08,PAY_LATER
txn_10041,cust_2054,999,NACH,SBI,ISSUER_DOWN,soft_tech,16,2026-08-30 09:56:08,CANCEL_REQUEST
txn_10042,cust_2374,4999,UPI_AUTOPAY,AXIS,INSUFFICIENT_FUNDS,soft_user,21,2026-08-25 19:56:08,NONE
txn_10043,cust_2045,499,CARD_RECURRING,SBI,EXPIRED_CARD,hard_failure,13,2026-08-24 05:56:08,PAY_LATER
txn_10044,cust_2221,499,CARD_RECURRING,SBI,INSUFFICIENT_FUNDS,soft_user,18,2026-08-28 14:56:08,ALREADY_PAID
txn_10045,cust_2240,499,NACH,HDFC,GATEWAY_TIMEOUT,soft_tech,1,2026-08-23 13:56:08,ALREADY_PAID
txn_10046,cust_2344,299,NACH,AXIS,INSUFFICIENT_FUNDS,soft_user,16,2026-08-22 15:56:08,PAY_LATER
txn_10047,cust_2148,9999,NACH,KOTAK,ISSUER_DOWN,soft_tech,29,2026-08-27 04:56:08,CANCEL_REQUEST
txn_10048,cust_2101,499,NACH,AXIS,ISSUER_DOWN,soft_tech,31,2026-08-17 01:56:08,NONE
txn_10049,cust_2142,999,CARD_RECURRING,ICICI,INSUFFICIENT_FUNDS,soft_user,23,2026-08-28 11:56:08,PAY_LATER
txn_10050,cust_2248,999,NETBANKING,HDFC,EXPIRED_CARD,hard_failure,12,2026-08-17 03:56:08,PAY_LATER
txn_10051,cust_2166,4999,UPI_AUTOPAY,AXIS,GATEWAY_TIMEOUT,soft_tech,35,2026-08-21 03:56:08,ALREADY_PAID
txn_10052,cust_2177,9999,NETBANKING,SBI,EXPIRED_CARD,hard_failure,31,2026-08-28 04:56:08,FAILED_AGAIN
txn_10053,cust_2157,2999,NACH,ICICI,MANDATE_REVOKED,hard_failure,16,2026-08-22 02:56:08,PAY_LATER
txn_10054,cust_2179,2999,CARD_RECURRING,KOTAK,ISSUER_DOWN,soft_tech,25,2026-08-23 14:56:08,NONE
txn_10055,cust_2351,1499,NACH,SBI,EXPIRED_CARD,hard_failure,4,2026-08-29 03:56:08,PAY_LATER
txn_10056,cust_2109,9999,CARD_RECURRING,HDFC,INSUFFICIENT_FUNDS,soft_user,35,2026-08-17 03:56:08,NONE
txn_10057,cust_2227,299,NACH,ICICI,INSUFFICIENT_FUNDS,soft_user,21,2026-08-17 17:56:08,PAY_LATER
txn_10058,cust_2122,2999,NETBANKING,KOTAK,INSUFFICIENT_FUNDS,soft_user,33,2026-08-20 16:56:08,ALREADY_PAID
txn_10059,cust_2364,999,NETBANKING,HDFC,INSUFFICIENT_FUNDS,soft_user,29,2026-08-30 23:56:08,CANCEL_REQUEST
txn_10060,cust_2132,999,CARD_RECURRING,ICICI,INSUFFICIENT_FUNDS,soft_user,12,2026-08-21 12:56:08,NONE
txn_10061,cust_2029,999,UPI_AUTOPAY,KOTAK,INSUFFICIENT_FUNDS,soft_user,20,2026-08-30 01:56:08,ALREADY_PAID
txn_10062,cust_2055,9999,NETBANKING,SBI,MANDATE_REVOKED,hard_failure,9,2026-08-24 00:56:08,NONE
txn_10063,cust_2139,4999,CARD_RECURRING,SBI,INSUFFICIENT_FUNDS,soft_user,6,2026-08-26 01:56:08,NONE
txn_10064,cust_2138,2999,CARD_RECURRING,SBI,INSUFFICIENT_FUNDS,soft_user,26,2026-08-27 18:56:08,PAY_LATER
txn_10065,cust_2250,1499,NETBANKING,SBI,ISSUER_DOWN,soft_tech,26,2026-08-22 09:56:08,FAILED_AGAIN
txn_10066,cust_2120,9999,NACH,SBI,INSUFFICIENT_FUNDS,soft_user,28,2026-08-22 23:56:08,NONE
txn_10067,cust_2135,1499,NACH,AXIS,MANDATE_REVOKED,hard_failure,6,2026-08-24 16:56:08,CANCEL_REQUEST
txn_10068,cust_2262,999,NACH,HDFC,INSUFFICIENT_FUNDS,soft_user,2,2026-08-28 22:56:08,PAY_LATER
txn_10069,cust_2391,299,CARD_RECURRING,HDFC,EXPIRED_CARD,hard_failure,10,2026-08-26 15:56:08,PAY_LATER
txn_10070,cust_2076,999,CARD_RECURRING,HDFC,GATEWAY_TIMEOUT,soft_tech,6,2026-08-24 19:56:08,FAILED_AGAIN
txn_10071,cust_2142,2999,NACH,KOTAK,INSUFFICIENT_FUNDS,soft_user,26,2026-08-18 05:56:08,PAY_LATER
txn_10072,cust_2211,999,CARD_RECURRING,SBI,INSUFFICIENT_FUNDS,soft_user,4,2026-08-23 05:56:08,PAY_LATER
txn_10073,cust_2252,999,NETBANKING,SBI,MANDATE_REVOKED,hard_failure,12,2026-08-22 10:56:08,FAILED_AGAIN
txn_10074,cust_2399,999,NACH,KOTAK,GATEWAY_TIMEOUT,soft_tech,32,2026-08-27 21:56:08,CANCEL_REQUEST
txn_10075,cust_2041,499,NETBANKING,ICICI,GATEWAY_TIMEOUT,soft_tech,29,2026-08-29 06:56:08,PAY_LATER
txn_10076,cust_2280,1499,CARD_RECURRING,SBI,GATEWAY_TIMEOUT,soft_tech,20,2026-08-21 18:56:08,FAILED_AGAIN
txn_10077,cust_2388,1499,NACH,KOTAK,INSUFFICIENT_FUNDS,soft_user,4,2026-08-23 22:56:08,CANCEL_REQUEST
txn_10078,cust_2357,2999,NETBANKING,KOTAK,INSUFFICIENT_FUNDS,soft_user,36,2026-08-29 16:56:08,ALREADY_PAID
txn_10079,cust_2328,2999,NACH,KOTAK,INSUFFICIENT_FUNDS,soft_user,17,2026-08-20 22:56:08,NONE
txn_10080,cust_2085,1499,CARD_RECURRING,AXIS,MANDATE_REVOKED,hard_failure,11,2026-08-25 10:56:08,ALREADY_PAID
txn_10081,cust_2135,999,CARD_RECURRING,AXIS,ISSUER_DOWN,soft_tech,31,2026-08-25 11:56:08,CANCEL_REQUEST
txn_10082,cust_2058,2999,NACH,ICICI,INSUFFICIENT_FUNDS,soft_user,27,2026-08-26 06:56:08,PAY_LATER
txn_10083,cust_2086,299,NETBANKING,KOTAK,INSUFFICIENT_FUNDS,soft_user,15,2026-08-20 19:56:08,PAY_LATER
txn_10084,cust_2235,299,NACH,SBI,INSUFFICIENT_FUNDS,soft_user,8,2026-08-23 17:56:08,NONE
txn_10085,cust_2365,4999,NACH,KOTAK,INSUFFICIENT_FUNDS,soft_user,5,2026-08-24 14:56:08,ALREADY_PAID
txn_10086,cust_2051,9999,CARD_RECURRING,ICICI,GATEWAY_TIMEOUT,soft_tech,29,2026-08-23 19:56:08,CANCEL_REQUEST
txn_10087,cust_2369,4999,NACH,ICICI,ISSUER_DOWN,soft_tech,17,2026-08-24 15:56:08,CANCEL_REQUEST
txn_10088,cust_2142,2999,NETBANKING,SBI,MANDATE_REVOKED,hard_failure,15,2026-08-28 22:56:08,PAY_LATER
txn_10089,cust_2065,1499,NETBANKING,HDFC,ISSUER_DOWN,soft_tech,28,2026-08-18 14:56:08,NONE
txn_10090,cust_2070,1499,NACH,SBI,INSUFFICIENT_FUNDS,soft_user,29,2026-08-28 11:56:08,ALREADY_PAID
txn_10091,cust_2044,9999,UPI_AUTOPAY,SBI,GATEWAY_TIMEOUT,soft_tech,35,2026-08-23 09:56:08,ALREADY_PAID
txn_10092,cust_2129,299,NACH,HDFC,GATEWAY_TIMEOUT,soft_tech,10,2026-08-25 15:56:08,CANCEL_REQUEST
txn_10093,cust_2091,299,NETBANKING,HDFC,ISSUER_DOWN,soft_tech,22,2026-08-18 14:56:08,FAILED_AGAIN
txn_10094,cust_2150,2999,CARD_RECURRING,AXIS,GATEWAY_TIMEOUT,soft_tech,29,2026-08-23 15:56:08,ALREADY_PAID
txn_10095,cust_2057,2999,NACH,AXIS,ISSUER_DOWN,soft_tech,35,2026-08-27 09:56:08,PAY_LATER
txn_10096,cust_2246,999,NETBANKING,KOTAK,ISSUER_DOWN,soft_tech,15,2026-08-28 07:56:08,NONE
txn_10097,cust_2340,9999,CARD_RECURRING,KOTAK,ISSUER_DOWN,soft_tech,8,2026-08-23 20:56:08,CANCEL_REQUEST
txn_10098,cust_2123,999,CARD_RECURRING,AXIS,INSUFFICIENT_FUNDS,soft_user,5,2026-08-30 13:56:08,CANCEL_REQUEST
txn_10099,cust_2400,9999,CARD_RECURRING,AXIS,INSUFFICIENT_FUNDS,soft_user,20,2026-08-27 21:56:08,CANCEL_REQUEST
txn_10100,cust_2391,4999,UPI_AUTOPAY,AXIS,INSUFFICIENT_FUNDS,soft_user,18,2026-08-28 13:56:08,PAY_LATER
txn_10101,cust_2254,9999,NETBANKING,HDFC,ISSUER_DOWN,soft_tech,29,2026-08-17 11:56:08,ALREADY_PAID
txn_10102,cust_2355,299,CARD_RECURRING,AXIS,INSUFFICIENT_FUNDS,soft_user,14,2026-08-26 13:56:08,PAY_LATER
txn_10103,cust_2388,4999,NETBANKING,SBI,ISSUER_DOWN,soft_tech,10,2026-08-30 06:56:08,CANCEL_REQUEST
txn_10104,cust_2033,9999,CARD_RECURRING,KOTAK,EXPIRED_CARD,hard_failure,36,2026-08-20 11:56:08,FAILED_AGAIN
txn_10105,cust_2156,499,UPI_AUTOPAY,SBI,INSUFFICIENT_FUNDS,soft_user,22,2026-08-23 20:56:08,NONE
txn_10106,cust_2053,999,NACH,SBI,ISSUER_DOWN,soft_tech,34,2026-08-23 11:56:08,ALREADY_PAID
txn_10107,cust_2015,999,NETBANKING,KOTAK,GATEWAY_TIMEOUT,soft_tech,6,2026-08-24 23:56:08,NONE
txn_10108,cust_2147,999,NACH,SBI,INSUFFICIENT_FUNDS,soft_user,34,2026-08-29 04:56:08,FAILED_AGAIN
txn_10109,cust_2037,2999,NACH,SBI,INSUFFICIENT_FUNDS,soft_user,3,2026-08-29 19:56:08,PAY_LATER
txn_10110,cust_2140,9999,UPI_AUTOPAY,KOTAK,INSUFFICIENT_FUNDS,soft_user,19,2026-08-26 02:56:08,CANCEL_REQUEST
txn_10111,cust_2074,299,CARD_RECURRING,HDFC,INSUFFICIENT_FUNDS,soft_user,22,2026-08-18 15:56:08,ALREADY_PAID
txn_10112,cust_2255,4999,NACH,SBI,EXPIRED_CARD,hard_failure,6,2026-08-27 21:56:08,CANCEL_REQUEST
txn_10113,cust_2266,999,CARD_RECURRING,ICICI,MANDATE_REVOKED,hard_failure,35,2026-08-30 10:56:08,NONE
txn_10114,cust_2075,999,NACH,SBI,ISSUER_DOWN,soft_tech,23,2026-08-24 03:56:08,CANCEL_REQUEST
txn_10115,cust_2272,299,NETBANKING,HDFC,MANDATE_REVOKED,hard_failure,25,2026-08-26 08:56:08,CANCEL_REQUEST
txn_10116,cust_2172,499,CARD_RECURRING,HDFC,MANDATE_REVOKED,hard_failure,1,2026-08-22 02:56:08,CANCEL_REQUEST
txn_10117,cust_2056,499,UPI_AUTOPAY,SBI,INSUFFICIENT_FUNDS,soft_user,27,2026-08-26 03:56:08,PAY_LATER
txn_10118,cust_2104,9999,NETBANKING,KOTAK,MANDATE_REVOKED,hard_failure,31,2026-08-25 13:56:08,FAILED_AGAIN
txn_10119,cust_2260,2999,NETBANKING,SBI,ISSUER_DOWN,soft_tech,20,2026-08-24 20:56:08,ALREADY_PAID
txn_10120,cust_2232,499,NACH,SBI,MANDATE_REVOKED,hard_failure,14,2026-08-17 19:56:08,PAY_LATER
txn_10121,cust_2098,2999,NETBANKING,KOTAK,MANDATE_REVOKED,hard_failure,29,2026-08-28 15:56:08,FAILED_AGAIN
txn_10122,cust_2392,499,UPI_AUTOPAY,AXIS,INSUFFICIENT_FUNDS,soft_user,15,2026-08-30 02:56:08,NONE
txn_10123,cust_2333,499,CARD_RECURRING,KOTAK,INSUFFICIENT_FUNDS,soft_user,35,2026-08-19 20:56:08,CANCEL_REQUEST
txn_10124,cust_2189,4999,UPI_AUTOPAY,AXIS,INSUFFICIENT_FUNDS,soft_user,26,2026-08-19 06:56:08,NONE
txn_10125,cust_2062,2999,NETBANKING,KOTAK,ISSUER_DOWN,soft_tech,26,2026-08-22 06:56:08,NONE
txn_10126,cust_2087,2999,NETBANKING,SBI,MANDATE_REVOKED,hard_failure,31,2026-08-24 22:56:08,PAY_LATER
txn_10127,cust_2016,9999,NETBANKING,AXIS,MANDATE_REVOKED,hard_failure,28,2026-08-23 09:56:08,FAILED_AGAIN
txn_10128,cust_2332,9999,UPI_AUTOPAY,AXIS,INSUFFICIENT_FUNDS,soft_user,12,2026-08-18 00:56:08,CANCEL_REQUEST
txn_10129,cust_2202,1499,CARD_RECURRING,AXIS,ISSUER_DOWN,soft_tech,5,2026-08-18 10:56:08,PAY_LATER
txn_10130,cust_2369,299,UPI_AUTOPAY,KOTAK,ISSUER_DOWN,soft_tech,21,2026-08-23 23:56:08,CANCEL_REQUEST
txn_10131,cust_2097,999,NACH,AXIS,INSUFFICIENT_FUNDS,soft_user,22,2026-08-26 15:56:08,ALREADY_PAID
txn_10132,cust_2301,4999,NETBANKING,AXIS,INSUFFICIENT_FUNDS,soft_user,23,2026-08-18 19:56:08,FAILED_AGAIN
txn_10133,cust_2104,1499,CARD_RECURRING,SBI,INSUFFICIENT_FUNDS,soft_user,19,2026-08-30 11:56:08,PAY_LATER
txn_10134,cust_2012,1499,NACH,AXIS,EXPIRED_CARD,hard_failure,33,2026-08-28 03:56:08,CANCEL_REQUEST
txn_10135,cust_2092,2999,NETBANKING,ICICI,INSUFFICIENT_FUNDS,soft_user,6,2026-08-28 01:56:08,CANCEL_REQUEST
txn_10136,cust_2218,499,NETBANKING,AXIS,ISSUER_DOWN,soft_tech,31,2026-08-28 14:56:08,ALREADY_PAID
txn_10137,cust_2222,2999,NACH,KOTAK,GATEWAY_TIMEOUT,soft_tech,22,2026-08-20 00:56:08,FAILED_AGAIN
txn_10138,cust_2143,999,UPI_AUTOPAY,ICICI,INSUFFICIENT_FUNDS,soft_user,29,2026-08-20 23:56:08,FAILED_AGAIN
txn_10139,cust_2373,2999,CARD_RECURRING,ICICI,EXPIRED_CARD,hard_failure,24,2026-08-28 05:56:08,NONE
txn_10140,cust_2003,2999,CARD_RECURRING,HDFC,EXPIRED_CARD,hard_failure,2,2026-08-29 14:56:08,ALREADY_PAID
txn_10141,cust_2247,1499,CARD_RECURRING,HDFC,INSUFFICIENT_FUNDS,soft_user,32,2026-08-21 20:56:08,CANCEL_REQUEST
txn_10142,cust_2240,1499,UPI_AUTOPAY,SBI,ISSUER_DOWN,soft_tech,3,2026-08-25 17:56:08,CANCEL_REQUEST
txn_10143,cust_2044,299,CARD_RECURRING,HDFC,INSUFFICIENT_FUNDS,soft_user,11,2026-08-21 13:56:08,ALREADY_PAID
txn_10144,cust_2037,299,NACH,SBI,INSUFFICIENT_FUNDS,soft_user,34,2026-08-30 12:56:08,FAILED_AGAIN
txn_10145,cust_2374,2999,NETBANKING,SBI,INSUFFICIENT_FUNDS,soft_user,8,2026-08-28 23:56:08,FAILED_AGAIN
txn_10146,cust_2355,9999,NACH,AXIS,ISSUER_DOWN,soft_tech,27,2026-08-19 22:56:08,ALREADY_PAID
txn_10147,cust_2285,4999,UPI_AUTOPAY,SBI,ISSUER_DOWN,soft_tech,12,2026-08-26 20:56:08,PAY_LATER
txn_10148,cust_2357,2999,NETBANKING,AXIS,INSUFFICIENT_FUNDS,soft_user,18,2026-08-17 08:56:08,PAY_LATER
txn_10149,cust_2394,9999,NACH,KOTAK,INSUFFICIENT_FUNDS,soft_user,4,2026-08-27 15:56:08,CANCEL_REQUEST
txn_10150,cust_2205,1499,NETBANKING,HDFC,EXPIRED_CARD,hard_failure,26,2026-08-17 16:56:08,FAILED_AGAIN
txn_10151,cust_2110,299,UPI_AUTOPAY,KOTAK,INSUFFICIENT_FUNDS,soft_user,22,2026-08-17 21:56:08,NONE
txn_10152,cust_2112,4999,UPI_AUTOPAY,AXIS,INSUFFICIENT_FUNDS,soft_user,27,2026-08-21 16:56:08,PAY_LATER
txn_10153,cust_2278,999,CARD_RECURRING,SBI,ISSUER_DOWN,soft_tech,6,2026-08-20 10:56:08,ALREADY_PAID
txn_10154,cust_2119,1499,NACH,SBI,EXPIRED_CARD,hard_failure,8,2026-08-24 17:56:08,FAILED_AGAIN
txn_10155,cust_2036,499,NETBANKING,ICICI,INSUFFICIENT_FUNDS,soft_user,22,2026-08-23 04:56:08,ALREADY_PAID
txn_10156,cust_2260,299,CARD_RECURRING,HDFC,GATEWAY_TIMEOUT,soft_tech,3,2026-08-20 13:56:08,FAILED_AGAIN
txn_10157,cust_2337,499,CARD_RECURRING,HDFC,GATEWAY_TIMEOUT,soft_tech,8,2026-08-23 20:56:08,CANCEL_REQUEST
txn_10158,cust_2142,499,NETBANKING,ICICI,INSUFFICIENT_FUNDS,soft_user,34,2026-08-30 21:56:08,NONE
txn_10159,cust_2227,2999,CARD_RECURRING,AXIS,GATEWAY_TIMEOUT,soft_tech,5,2026-08-17 00:56:08,CANCEL_REQUEST
txn_10160,cust_2378,999,UPI_AUTOPAY,HDFC,INSUFFICIENT_FUNDS,soft_user,29,2026-08-23 20:56:08,NONE
txn_10161,cust_2229,4999,CARD_RECURRING,AXIS,ISSUER_DOWN,soft_tech,27,2026-08-26 15:56:08,NONE
txn_10162,cust_2103,9999,CARD_RECURRING,HDFC,ISSUER_DOWN,soft_tech,2,2026-08-29 15:56:08,ALREADY_PAID
txn_10163,cust_2267,1499,CARD_RECURRING,AXIS,ISSUER_DOWN,soft_tech,13,2026-08-28 17:56:08,FAILED_AGAIN
txn_10164,cust_2110,1499,CARD_RECURRING,HDFC,INSUFFICIENT_FUNDS,soft_user,14,2026-08-28 14:56:08,ALREADY_PAID
txn_10165,cust_2011,999,UPI_AUTOPAY,KOTAK,MANDATE_REVOKED,hard_failure,16,2026-08-23 06:56:08,CANCEL_REQUEST
txn_10166,cust_2084,1499,CARD_RECURRING,KOTAK,INSUFFICIENT_FUNDS,soft_user,14,2026-08-22 08:56:08,ALREADY_PAID
txn_10167,cust_2294,499,UPI_AUTOPAY,ICICI,INSUFFICIENT_FUNDS,soft_user,15,2026-08-27 04:56:08,PAY_LATER
txn_10168,cust_2397,4999,UPI_AUTOPAY,SBI,INSUFFICIENT_FUNDS,soft_user,34,2026-08-20 16:56:08,PAY_LATER
txn_10169,cust_2111,9999,NACH,KOTAK,ISSUER_DOWN,soft_tech,18,2026-08-26 10:56:08,PAY_LATER
txn_10170,cust_2233,999,UPI_AUTOPAY,AXIS,GATEWAY_TIMEOUT,soft_tech,8,2026-08-27 04:56:08,PAY_LATER
txn_10171,cust_2262,2999,NETBANKING,ICICI,INSUFFICIENT_FUNDS,soft_user,25,2026-08-19 03:56:08,FAILED_AGAIN
txn_10172,cust_2238,999,NACH,AXIS,ISSUER_DOWN,soft_tech,20,2026-08-29 16:56:08,ALREADY_PAID
txn_10173,cust_2003,9999,NETBANKING,KOTAK,INSUFFICIENT_FUNDS,soft_user,17,2026-08-28 19:56:08,FAILED_AGAIN
txn_10174,cust_2019,499,CARD_RECURRING,AXIS,ISSUER_DOWN,soft_tech,27,2026-08-22 13:56:08,NONE
txn_10175,cust_2215,499,NETBANKING,ICICI,INSUFFICIENT_FUNDS,soft_user,22,2026-08-17 18:56:08,CANCEL_REQUEST
txn_10176,cust_2393,299,NACH,HDFC,GATEWAY_TIMEOUT,soft_tech,26,2026-08-30 21:56:08,FAILED_AGAIN
txn_10177,cust_2056,999,NETBANKING,KOTAK,INSUFFICIENT_FUNDS,soft_user,26,2026-08-21 10:56:08,CANCEL_REQUEST
txn_10178,cust_2317,4999,CARD_RECURRING,HDFC,EXPIRED_CARD,hard_failure,15,2026-08-28 06:56:08,PAY_LATER
txn_10179,cust_2283,1499,UPI_AUTOPAY,AXIS,INSUFFICIENT_FUNDS,soft_user,35,2026-08-28 16:56:08,NONE
txn_10180,cust_2001,1499,UPI_AUTOPAY,SBI,INSUFFICIENT_FUNDS,soft_user,32,2026-08-25 20:56:08,CANCEL_REQUEST
txn_10181,cust_2153,9999,UPI_AUTOPAY,AXIS,INSUFFICIENT_FUNDS,soft_user,7,2026-08-24 14:56:08,CANCEL_REQUEST
txn_10182,cust_2386,299,UPI_AUTOPAY,SBI,EXPIRED_CARD,hard_failure,3,2026-08-26 03:56:08,CANCEL_REQUEST
txn_10183,cust_2171,9999,UPI_AUTOPAY,SBI,MANDATE_REVOKED,hard_failure,30,2026-08-17 00:56:08,PAY_LATER
txn_10184,cust_2190,9999,NETBANKING,KOTAK,INSUFFICIENT_FUNDS,soft_user,16,2026-08-28 13:56:08,CANCEL_REQUEST
txn_10185,cust_2299,1499,CARD_RECURRING,ICICI,GATEWAY_TIMEOUT,soft_tech,26,2026-08-23 12:56:08,ALREADY_PAID
txn_10186,cust_2049,499,NACH,HDFC,MANDATE_REVOKED,hard_failure,7,2026-08-23 02:56:08,ALREADY_PAID
txn_10187,cust_2257,1499,CARD_RECURRING,ICICI,ISSUER_DOWN,soft_tech,1,2026-08-23 20:56:08,PAY_LATER
txn_10188,cust_2091,999,NACH,AXIS,ISSUER_DOWN,soft_tech,15,2026-08-30 12:56:08,ALREADY_PAID
txn_10189,cust_2200,9999,CARD_RECURRING,SBI,INSUFFICIENT_FUNDS,soft_user,20,2026-08-23 07:56:08,ALREADY_PAID
txn_10190,cust_2314,999,NETBANKING,KOTAK,INSUFFICIENT_FUNDS,soft_user,18,2026-08-17 13:56:08,FAILED_AGAIN
txn_10191,cust_2280,4999,CARD_RECURRING,SBI,MANDATE_REVOKED,hard_failure,6,2026-08-28 03:56:08,NONE
txn_10192,cust_2399,1499,CARD_RECURRING,SBI,EXPIRED_CARD,hard_failure,33,2026-08-27 09:56:08,PAY_LATER
txn_10193,cust_2004,1499,NETBANKING,KOTAK,ISSUER_DOWN,soft_tech,18,2026-08-17 18:56:08,CANCEL_REQUEST
txn_10194,cust_2201,9999,NETBANKING,SBI,INSUFFICIENT_FUNDS,soft_user,7,2026-08-22 15:56:08,ALREADY_PAID
